idx,senetnce,Option A,Option B,gold_ans,gold_scope_label,OP1,OP1_type,OP2,OP2_type
106,কোনো শিল্পীয়ে এদিনত সাতখন চিত্ৰ আঁকিব নোৱাৰে।,শিল্পীসকলে এদিনত ছবি আঁকিব পৰা সাতখন নিৰ্দিষ্ট চিত্ৰ আছে,সাতখন নিৰ্দিষ্ট চিত্ৰ আছে যিবোৰ শিল্পীসকলে এদিনত আঁকিব নোৱাৰে,A,inverse,কোনো,negation,এদিনত,indefinite
106,কোনো শিল্পীয়ে এদিনত সাতখন চিত্ৰ আঁকিব নোৱাৰে।,সাতখন নিৰ্দিষ্ট চিত্ৰ আছে যিবোৰ শিল্পীসকলে এদিনত আঁকিব নোৱাৰে,শিল্পীসকলে এদিনত ছবি আঁকিব পৰা সাতখন নিৰ্দিষ্ট চিত্ৰ আছে,B,inverse,কোনো,negation,এদিনত,indefinite
107,কোনো চৰাইয়ে দুটা বেলেগ বেলেগ গতিত উৰিব নোৱাৰে।,প্ৰশ্নত দুটা নিৰ্দিষ্ট গতি আছে,প্ৰশ্নত দুটা নিৰ্দিষ্ট গতি নাই,A,surface,কোনো,negation,দুটা,number
107,কোনো চৰাইয়ে দুটা বেলেগ বেলেগ গতিত উৰিব নোৱাৰে।,প্ৰশ্নত দুটা নিৰ্দিষ্ট গতি নাই,প্ৰশ্নত দুটা নিৰ্দিষ্ট গতি আছে,B,surface,কোনো,negation,দুটা,number
108,কোনো শিক্ষকে দুটাতকৈ বেছি বিষয় শিকায়।,প্ৰশ্নত দুটা নিৰ্দিষ্ট বিষয় আছে,প্ৰশ্নত কোনো দুটা নিৰ্দিষ্ট বিষয় নাই,A,surface,কোনো,negation,দুটাতকৈ,number
108,কোনো শিক্ষকে দুটাতকৈ বেছি বিষয় শিকায়।,প্ৰশ্নত কোনো দুটা নিৰ্দিষ্ট বিষয় নাই,প্ৰশ্নত দুটা নিৰ্দিষ্ট বিষয় আছে,B,surface,কোনো,negation,দুটাতকৈ,number
109,কোনো শিক্ষাৰ্থীয়ে পাঁচখন কিতাপ পঢ়ে না।,পাঁচখন নিৰ্দিষ্ট কিতাপ আছে যিবোৰ শিক্ষাৰ্থীয়ে পঢ়ে,ছাত্ৰজনে পঢ়া পাঁচখন নিৰ্দিষ্ট কিতাপ আছে,A,surface,কোনো,negation,পাঁচখন,number
109,কোনো শিক্ষাৰ্থীয়ে পাঁচখন কিতাপ পঢ়ে না।,ছাত্ৰজনে পঢ়া পাঁচখন নিৰ্দিষ্ট কিতাপ আছে,পাঁচখন নিৰ্দিষ্ট কিতাপ আছে যিবোৰ শিক্ষাৰ্থীয়ে পঢ়ে,B,surface,কোনো,negation,পাঁচখন,number
110,কোনো চৰাই ছয় মাইল উৰি নাযায়।,চৰাইটোৱে উৰি যোৱা ছয়টা নিৰ্দিষ্ট মাইল আছে,ছয়টা নিৰ্দিষ্ট মাইল আছে যিবোৰ কোনো চৰাইউৰি নাযায়,B,inverse,কোনো,negation,ছয়,number
110,কোনো চৰাই ছয় মাইল উৰি নাযায়।,ছয়টা নিৰ্দিষ্ট মাইল আছে যিবোৰ কোনো চৰাইউৰি নাযায়,চৰাইটোৱে উৰি যোৱা ছয়টা নিৰ্দিষ্ট মাইল আছে,A,inverse,কোনো,negation,ছয়,number
111,কোনো শিল্পীয়ে দহটা প্ৰতিকৃতি অংকন নকৰে।,দহটা নিৰ্দিষ্ট প্ৰতিকৃতি আছে যাক কোনো শিল্পীয়ে অংকন নকৰে,শিল্পীয়ে অংকন কৰা দহটা নিৰ্দিষ্ট প্ৰতিকৃতি আছে,B,surface,কোনো,negation,দহটা,number
111,কোনো শিল্পীয়ে দহটা প্ৰতিকৃতি অংকন নকৰে।,শিল্পীয়ে অংকন কৰা দহটা নিৰ্দিষ্ট প্ৰতিকৃতি আছে,দহটা নিৰ্দিষ্ট প্ৰতিকৃতি আছে যাক কোনো শিল্পীয়ে অংকন নকৰে,A,surface,কোনো,negation,দহটা,number
112,কোনো মাছে তেৰ ফুট সাঁতুৰিব নোৱাৰে।,মাছবোৰে সাঁতুৰিব পৰা তেৰখন নিৰ্দিষ্ট ভৰি আছে,মাছবোৰে তেৰ ফুট সাঁতুৰিব নোৱাৰা,B,surface,কোনো,negation,তেৰ ,number
112,কোনো মাছে তেৰ ফুট সাঁতুৰিব নোৱাৰে।,মাছবোৰে তেৰ ফুট সাঁতুৰিব নোৱাৰা,মাছবোৰে সাঁতুৰিব পৰা তেৰখন নিৰ্দিষ্ট ভৰি আছে,A,surface,কোনো,negation,তেৰ ,number
113,কোনো ঘোঁৰাই চৈধ্যটা বাধা জাঁপ নিদিয়ে।,চৈধ্যটা নিৰ্দিষ্ট বাধা আছে যিবোৰ কোনো ঘোঁৰাই জঁপিয়াই নাথাকে,চৈধ্যটা নিৰ্দিষ্ট বাধা আছে যি ঘোঁৰাই জঁপিয়াই পৰে,A,inverse,কোনো,negation,চৈধ্যটা,number
113,কোনো ঘোঁৰাই চৈধ্যটা বাধা জাঁপ নিদিয়ে।,চৈধ্যটা নিৰ্দিষ্ট বাধা আছে যি ঘোঁৰাই জঁপিয়াই পৰে,চৈধ্যটা নিৰ্দিষ্ট বাধা আছে যিবোৰ কোনো ঘোঁৰাই জঁপিয়াই নাথাকে,B,inverse,কোনো,negation,চৈধ্যটা,number
114,তিনিটা পৰ্বতৰ ওপৰেৰে কোনো চৰাই উৰি নাযায়।,প্ৰশ্নত তিনিটা নিৰ্দিষ্ট পৰ্বত নাই,প্ৰশ্নত তিনিটা নিৰ্দিষ্ট পৰ্বত আছে,B,surface,তিনিটা,number,কোনো,negation
114,তিনিটা পৰ্বতৰ ওপৰেৰে কোনো চৰাই উৰি নাযায়।,প্ৰশ্নত তিনিটা নিৰ্দিষ্ট পৰ্বত আছে,প্ৰশ্নত তিনিটা নিৰ্দিষ্ট পৰ্বত নাই,A,surface,তিনিটা,number,কোনো,negation
115,কোনো খেলুৱৈয়ে দৈনিক পাঁচ মাইল দৌৰে না।,প্ৰশ্নত পাঁচটা নিৰ্দিষ্ট মাইল আছে,প্ৰশ্নত পাঁচটা নিৰ্দিষ্ট মাইল নাই,A,surface,কোনো,negation,পাঁচ,number
115,কোনো খেলুৱৈয়ে দৈনিক পাঁচ মাইল দৌৰে না।,প্ৰশ্নত পাঁচটা নিৰ্দিষ্ট মাইল নাই,প্ৰশ্নত পাঁচটা নিৰ্দিষ্ট মাইল আছে,B,surface,কোনো,negation,পাঁচ,number
116,একেৰাহে সাত ঘণ্টাৰ বাবে কোনো চৰাই উৰি নাযায়।,চৰাই এনেকুৱা যে একেৰাহে সাত ঘণ্টা থাকে য'ত ই উৰি যায়,কোনো চৰাই এনেকুৱা নহয় যে একেৰাহে সাত ঘণ্টা থাকে য'ত ই উৰি যায়,B,inverse,একেৰাহে সাত,number,কোনো,negation
116,একেৰাহে সাত ঘণ্টাৰ বাবে কোনো চৰাই উৰি নাযায়।,কোনো চৰাই এনেকুৱা নহয় যে একেৰাহে সাত ঘণ্টা থাকে য'ত ই উৰি যায়,চৰাই এনেকুৱা যে একেৰাহে সাত ঘণ্টা থাকে য'ত ই উৰি যায়,A,inverse,একেৰাহে সাত,number,কোনো,negation
117,কোনো শিক্ষাৰ্থীয়ে তিনিটাতকৈ বেছি বিষয় অধ্যয়ন নকৰে।,প্ৰশ্নত তিনিটা নিৰ্দিষ্ট বিষয় আছে,প্ৰশ্নত তিনিটা নিৰ্দিষ্ট বিষয় নাই,A,surface,কোনো,negation,তিনিটাতকৈ বেছি,number
117,কোনো শিক্ষাৰ্থীয়ে তিনিটাতকৈ বেছি বিষয় অধ্যয়ন নকৰে।,প্ৰশ্নত তিনিটা নিৰ্দিষ্ট বিষয় নাই,প্ৰশ্নত তিনিটা নিৰ্দিষ্ট বিষয় আছে,B,surface,কোনো,negation,তিনিটাতকৈ বেছি,number
118,কোনো মেকুৰী একেৰাহে তিনি দিন শুব নোৱাৰে।,মেকুৰী এনেকুৱা যে একেৰাহে তিনি দিন থাকে য'ত ই শুয়,কোনো মেকুৰী এনেকুৱা নহয় যে একেৰাহে তিনি দিন থাকে য'ত ই শুই থাকে,B,inverse,কোনো,negation,তিনি,number
118,কোনো মেকুৰী একেৰাহে তিনি দিন শুব নোৱাৰে।,কোনো মেকুৰী এনেকুৱা নহয় যে একেৰাহে তিনি দিন থাকে য'ত ই শুই থাকে,মেকুৰী এনেকুৱা যে একেৰাহে তিনি দিন থাকে য'ত ই শুয়,A,inverse,কোনো,negation,তিনি,number
119,কোনো চালকে পোনপটীয়াকৈ আঠ ঘণ্টা গাড়ী নচলায়।,প্ৰশ্নত আঠটা নিৰ্দিষ্ট ঘণ্টা আছে,প্ৰশ্নত আঠটা নিৰ্দিষ্ট ঘণ্টা নাই,A,surface,কোনো,negation,আঠ,number
119,কোনো চালকে পোনপটীয়াকৈ আঠ ঘণ্টা গাড়ী নচলায়।,প্ৰশ্নত আঠটা নিৰ্দিষ্ট ঘণ্টা নাই,প্ৰশ্নত আঠটা নিৰ্দিষ্ট ঘণ্টা আছে,B,surface,কোনো,negation,আঠ,number
120,একেৰাহে চাৰি ঘণ্টাৰ বাবে কোনো মাছ সাঁতুৰিব নোৱাৰে।,একেৰাহে চাৰি ঘণ্টাৰ ব্যৱধান থাকে য'ত কোনো মাছ সাঁতুৰিব নোৱাৰে,মাছ সাঁতোৰৰ সময়ত একেৰাহে চাৰি ঘণ্টাৰ ব্যৱধান থাকে,A,inverse,একেৰাহে চাৰি,number,কোনো,negation
120,একেৰাহে চাৰি ঘণ্টাৰ বাবে কোনো মাছ সাঁতুৰিব নোৱাৰে।,মাছ সাঁতোৰৰ সময়ত একেৰাহে চাৰি ঘণ্টাৰ ব্যৱধান থাকে,একেৰাহে চাৰি ঘণ্টাৰ ব্যৱধান থাকে য'ত কোনো মাছ সাঁতুৰিব নোৱাৰে,B,inverse,একেৰাহে চাৰি,number,কোনো,negation
121,কোনো শিল্পীয়ে দুটা কেনভাচ অংকন নকৰে।,প্ৰশ্নত দুটা নিৰ্দিষ্ট কেনভাচ আছে,প্ৰশ্নত দুটা নিৰ্দিষ্ট কেনভাচ নাই,A,surface,কোনো,negation, দুটা,number
121,কোনো শিল্পীয়ে দুটা কেনভাচ অংকন নকৰে।,প্ৰশ্নত দুটা নিৰ্দিষ্ট কেনভাচ নাই,প্ৰশ্নত দুটা নিৰ্দিষ্ট কেনভাচ আছে,B,surface,কোনো,negation, দুটা,number
122,একেৰাহে চাৰি দিন কোনো গাড়ী চলে না।,গাড়ী এনেকুৱা যে একেৰাহে চাৰিটা দিন থাকে য'ত ই চলে,কোনো গাড়ী এনেকুৱা নহয় যে একেৰাহে চাৰিটা দিন থাকে য'ত ই চলে,B,inverse,একেৰাহে চাৰি,number,কোনো,negation
122,একেৰাহে চাৰি দিন কোনো গাড়ী চলে না।,কোনো গাড়ী এনেকুৱা নহয় যে একেৰাহে চাৰিটা দিন থাকে য'ত ই চলে,গাড়ী এনেকুৱা যে একেৰাহে চাৰিটা দিন থাকে য'ত ই চলে,A,inverse,একেৰাহে চাৰি,number,কোনো,negation
123,কোনো গছৰ ডাল ছয়ডাল বৃদ্ধি নহয়,প্ৰশ্নত ছয়টা নিৰ্দিষ্ট শাখা আছে,প্ৰশ্নত ছয়টা নিৰ্দিষ্ট শাখা নাই,A,surface,কোনো,negation,ছয়ডাল,number
123,কোনো গছৰ ডাল ছয়ডাল বৃদ্ধি নহয়,প্ৰশ্নত ছয়টা নিৰ্দিষ্ট শাখা নাই,প্ৰশ্নত ছয়টা নিৰ্দিষ্ট শাখা আছে,B,surface,কোনো,negation,ছয়ডাল,number
124,কোনো শিক্ষাৰ্থীয়ে তিনিখন কিতাপ নপঢ়ে ,প্ৰশ্নত তিনিখন নিৰ্দিষ্ট কিতাপ নাই,প্ৰশ্নত তিনিখন নিৰ্দিষ্ট কিতাপ আছে,B,surface,কোনো,negation,তিনিখন,number
124,কোনো শিক্ষাৰ্থীয়ে তিনিখন কিতাপ নপঢ়ে ,প্ৰশ্নত তিনিখন নিৰ্দিষ্ট কিতাপ আছে,প্ৰশ্নত তিনিখন নিৰ্দিষ্ট কিতাপ নাই,A,surface,কোনো,negation,তিনিখন,number
125,কোনো মেকুৰী তিনি ঘণ্টা শুব নোৱাৰে।,কোনো মেকুৰী এনেকুৱা নহয় যে তিনি ঘণ্টা থাকে য'ত ই শুয়,মেকুৰী এনেকুৱা যে তিনি ঘণ্টা থাকে য'ত ই শুয়,A,inverse,কোনো,negation,তিনি,number
125,কোনো মেকুৰী তিনি ঘণ্টা শুব নোৱাৰে।,মেকুৰী এনেকুৱা যে তিনি ঘণ্টা থাকে য'ত ই শুয়,কোনো মেকুৰী এনেকুৱা নহয় যে তিনি ঘণ্টা থাকে য'ত ই শুয়,B,inverse,কোনো,negation,তিনি,number
126,কোনো ৰেষ্টুৰেণ্টে চাৰিটাতকৈ বেছি ৰন্ধন প্ৰণালী পৰিৱেশন নকৰে।,ৰেষ্টুৰেণ্টবোৰে পৰিৱেশন কৰা চাৰিটা নিৰ্দিষ্ট ৰন্ধনপ্ৰণালী আছে,চাৰিটা নিৰ্দিষ্ট ৰন্ধনপ্ৰণালী আছে যাক ৰেষ্টুৰেণ্টবোৰে পৰিৱেশন নকৰে,A,inverse,কোনো,negation,চাৰিটাতকৈ বেছি,number
126,কোনো ৰেষ্টুৰেণ্টে চাৰিটাতকৈ বেছি ৰন্ধন প্ৰণালী পৰিৱেশন নকৰে।,চাৰিটা নিৰ্দিষ্ট ৰন্ধনপ্ৰণালী আছে যাক ৰেষ্টুৰেণ্টবোৰে পৰিৱেশন নকৰে,ৰেষ্টুৰেণ্টবোৰে পৰিৱেশন কৰা চাৰিটা নিৰ্দিষ্ট ৰন্ধনপ্ৰণালী আছে,B,inverse,কোনো,negation,চাৰিটাতকৈ বেছি,number
127,কোনো শিক্ষাৰ্থীয়ে এটা ছেমিষ্টাৰত পাঁচটা পাঠ্যক্ৰম গ্ৰহণ নকৰে।,পাঁচটা নিৰ্দিষ্ট পাঠ্যক্ৰম আছে যিবোৰ শিক্ষাৰ্থীসকলে এটা ছেমিষ্টাৰত গ্ৰহণ নকৰে,পাঁচটা নিৰ্দিষ্ট পাঠ্যক্ৰম আছে যিবোৰ শিক্ষাৰ্থীসকলে এটা ছেমিষ্টাৰত লয়,B,inverse,কোনো,negation,এটা,indefinite
127,কোনো শিক্ষাৰ্থীয়ে এটা ছেমিষ্টাৰত পাঁচটা পাঠ্যক্ৰম গ্ৰহণ নকৰে।,পাঁচটা নিৰ্দিষ্ট পাঠ্যক্ৰম আছে যিবোৰ শিক্ষাৰ্থীসকলে এটা ছেমিষ্টাৰত লয়,পাঁচটা নিৰ্দিষ্ট পাঠ্যক্ৰম আছে যিবোৰ শিক্ষাৰ্থীসকলে এটা ছেমিষ্টাৰত গ্ৰহণ নকৰে,A,inverse,কোনো,negation,এটা,indefinite
128,কোনো চহৰতে ছয়খন দলং নাই।,চহৰবোৰত ছয়খন নিৰ্দিষ্ট দলং আছে,চহৰবোৰত ছয়খন নিৰ্দিষ্ট দলং আছে,B,inverse,কোনো,negation,ছয়খন,number
128,কোনো চহৰতে ছয়খন দলং নাই।,চহৰবোৰত ছয়খন নিৰ্দিষ্ট দলং আছে,চহৰবোৰত ছয়খন নিৰ্দিষ্ট দলং আছে,A,inverse,কোনো,negation,ছয়খন,number
129,কোনো শিল্পীয়ে বছৰত আঠখন চিত্ৰ অংকন নকৰে।,আঠখন নিৰ্দিষ্ট চিত্ৰ আছে যিবোৰ শিল্পীসকলে এবছৰত অংকন নকৰে,শিল্পীসকলে এবছৰত অংকন কৰা আঠখন নিৰ্দিষ্ট চিত্ৰ আছে,B,inverse,কোনো,negation,আঠখন,number
129,কোনো শিল্পীয়ে বছৰত আঠখন চিত্ৰ অংকন নকৰে।,শিল্পীসকলে এবছৰত অংকন কৰা আঠখন নিৰ্দিষ্ট চিত্ৰ আছে,আঠখন নিৰ্দিষ্ট চিত্ৰ আছে যিবোৰ শিল্পীসকলে এবছৰত অংকন নকৰে,A,inverse,কোনো,negation,আঠখন,number
130,কোনো বেণ্ডে মাহত দহটা সংগীত ানুষ্ঠান পৰিৱেশন নকৰে।,এমাহত বেণ্ডবোৰে প্ৰদৰ্শন কৰা দহটা নিৰ্দিষ্ট সংগীতানুষ্ঠান আছে,দহটা নিৰ্দিষ্ট সংগীতানুষ্ঠান আছে যিবোৰ বেণ্ডবোৰে এমাহত প্ৰদৰ্শন নকৰে,A,inverse,কোনো,negation,দহটা,number
130,কোনো বেণ্ডে মাহত দহটা সংগীত ানুষ্ঠান পৰিৱেশন নকৰে।,দহটা নিৰ্দিষ্ট সংগীতানুষ্ঠান আছে যিবোৰ বেণ্ডবোৰে এমাহত প্ৰদৰ্শন নকৰে,এমাহত বেণ্ডবোৰে প্ৰদৰ্শন কৰা দহটা নিৰ্দিষ্ট সংগীতানুষ্ঠান আছে,B,inverse,কোনো,negation,দহটা,number
131,কোনো সংগ্ৰহালয়ে বাৰটা সংগ্ৰহ প্ৰদৰ্শন নকৰে।,সংগ্ৰহালয়বোৰে প্ৰদৰ্শন নকৰা কোনো বাৰটা নিৰ্দিষ্ট সংগ্ৰহ নাই; তেওঁলোকে কোনো বাৰটা সংগ্ৰহ প্ৰদৰ্শন নকৰে,সংগ্ৰহালয়বোৰত বাৰটা নিৰ্দিষ্ট সংগ্ৰহ আছে,B,inverse,কোনো,negation,বাৰটা,number
131,কোনো সংগ্ৰহালয়ে বাৰটা সংগ্ৰহ প্ৰদৰ্শন নকৰে।,সংগ্ৰহালয়বোৰত বাৰটা নিৰ্দিষ্ট সংগ্ৰহ আছে,সংগ্ৰহালয়বোৰে প্ৰদৰ্শন নকৰা কোনো বাৰটা নিৰ্দিষ্ট সংগ্ৰহ নাই; তেওঁলোকে কোনো বাৰটা সংগ্ৰহ প্ৰদৰ্শন নকৰে,A,inverse,কোনো,negation,বাৰটা,number
132,শ্ৰেণীৰ প্ৰতিজন শিক্ষাৰ্থীৰ এখন বেলেগ প্ৰিয় কিতাপ আছে।,মুঠতে দুখনতকৈ বেছি প্ৰিয় কিতাপ নাই,মুঠতে দুখনতকৈ অধিক প্ৰিয় কিতাপ আছে,A,surface,প্ৰতিজন,universal,এখন,indefinite
132,শ্ৰেণীৰ প্ৰতিজন শিক্ষাৰ্থীৰ এখন বেলেগ প্ৰিয় কিতাপ আছে।,মুঠতে দুখনতকৈ অধিক প্ৰিয় কিতাপ আছে,মুঠতে দুখনতকৈ বেছি প্ৰিয় কিতাপ নাই,B,surface,প্ৰতিজন,universal,এখন,indefinite
133,দলটোৰ প্ৰতিজন সদস্যই এটা বেলেগ খেল খেলে।,মুঠতে ঠিক দুটা খেল আছে,মুঠতে ঠিক দুটাতকৈ অধিক খেলা আছে,A,surface,প্ৰতিজন,universal,এটা,indefinite
133,দলটোৰ প্ৰতিজন সদস্যই এটা বেলেগ খেল খেলে।,মুঠতে ঠিক দুটাতকৈ অধিক খেলা আছে,মুঠতে ঠিক দুটা খেল আছে,B,surface,প্ৰতিজন,universal,এটা,indefinite
134,গেলেৰীৰ প্ৰতিজন শিল্পীয়ে এটা মাধ্যম ব্যৱহাৰ কৰে।,মুঠতে ঠিক এটা মাধ্যম নাই,মুঠতে ঠিক এটা মাধ্যম আছে,B,surface,প্ৰতিজন,universal,এটা,indefinite
134,গেলেৰীৰ প্ৰতিজন শিল্পীয়ে এটা মাধ্যম ব্যৱহাৰ কৰে।,মুঠতে ঠিক এটা মাধ্যম আছে,মুঠতে ঠিক এটা মাধ্যম নাই,A,surface,প্ৰতিজন,universal,এটা,indefinite
135,পাঁচজন বন্ধুৰ প্ৰত্যেকেই ৰেষ্টুৰেণ্টত এটা ব্যঞ্জন অৰ্ডাৰ দিছিল।,মুঠতে এটাতকৈ অধিক ব্যঞ্জন আছে,মুঠতে এটাতকৈ বেছি ব্যঞ্জন নাই,B,surface,প্ৰত্যেকেই,universal,এটা,indefinite
135,পাঁচজন বন্ধুৰ প্ৰত্যেকেই ৰেষ্টুৰেণ্টত এটা ব্যঞ্জন অৰ্ডাৰ দিছিল।,মুঠতে এটাতকৈ বেছি ব্যঞ্জন নাই,মুঠতে এটাতকৈ অধিক ব্যঞ্জন আছে,A,surface,প্ৰত্যেকেই,universal,এটা,indefinite
136,বাগিচাৰ প্ৰতিটো গছতে এক প্ৰকাৰৰ ফল থাকে।,মুঠতে এক প্ৰকাৰতকৈ অধিক ফল নাই,মুঠতে একাধিক প্ৰকাৰৰ ফল আছে,B,surface,প্ৰতিটো,universal,এক,indefinite
136,বাগিচাৰ প্ৰতিটো গছতে এক প্ৰকাৰৰ ফল থাকে।,মুঠতে একাধিক প্ৰকাৰৰ ফল আছে,মুঠতে এক প্ৰকাৰতকৈ অধিক ফল নাই,A,surface,প্ৰতিটো,universal,এক,indefinite
137,পৰীক্ষাগাৰৰ প্ৰতিজন বিজ্ঞানীয়ে এটা বেলেগ প্ৰকল্পত কাম কৰি আছে।,মুঠতে দুটাতকৈ অধিক প্ৰকল্প আছে,মুঠতে দুটাতকৈ অধিক প্ৰকল্প নাই,B,surface,প্ৰতিজন,universal,এটা,indefinite
137,পৰীক্ষাগাৰৰ প্ৰতিজন বিজ্ঞানীয়ে এটা বেলেগ প্ৰকল্পত কাম কৰি আছে।,মুঠতে দুটাতকৈ অধিক প্ৰকল্প নাই,মুঠতে দুটাতকৈ অধিক প্ৰকল্প আছে,A,surface,প্ৰতিজন,universal,এটা,indefinite
138,হোটেলৰ প্ৰতিটো কোঠাৰ এটা দৃশ্য আছে।,মুঠতে অধিক এটা দৃশ্যৰ সৈতে কোনো কোঠা নাই,মুঠতে এটাতকৈ অধিক দৃশ্য আছে,A,surface,প্ৰতিটো,universal,এটা,indefinite
138,হোটেলৰ প্ৰতিটো কোঠাৰ এটা দৃশ্য আছে।,মুঠতে এটাতকৈ অধিক দৃশ্য আছে,মুঠতে অধিক এটা দৃশ্যৰ সৈতে কোনো কোঠা নাই,B,surface,প্ৰতিটো,universal,এটা,indefinite
139,তিনিওজন ভাই-ভনীৰ প্ৰত্যেকৰে এটা শখ আছে ,মুঠতে এটা শখ আছে,মুঠতে ঠিক এটা শখ নাই,A,surface,তিনিওজন,number,এটা,indefinite
139,তিনিওজন ভাই-ভনীৰ প্ৰত্যেকৰে এটা শখ আছে ,মুঠতে ঠিক এটা শখ নাই,মুঠতে এটা শখ আছে,B,surface,তিনিওজন,number,এটা,indefinite
140,পৃথিৱীৰ প্ৰতিখন দেশতে এখন পতাকা আছে।,মুঠতে এটাতকৈ বেছি পতাকা নাই,মুঠতে এটাতকৈ অধিক পতাকা আছে,A,surface,প্ৰতিখন,universal,এখন,indefinite
140,পৃথিৱীৰ প্ৰতিখন দেশতে এখন পতাকা আছে।,মুঠতে এটাতকৈ অধিক পতাকা আছে,মুঠতে এটাতকৈ বেছি পতাকা নাই,B,surface,প্ৰতিখন,universal,এখন,indefinite
141,চাৰিটা ঋতুৰ প্ৰতিটোতে বতৰৰ আৰ্হি আছে।,মুঠতে একাধিক বতৰৰ আৰ্হি আছে,মুঠতে এটাতকৈ অধিক বতৰৰ আৰ্হি নাই,A,surface,চাৰিটা,number,প্ৰতিটোতে,universal
141,চাৰিটা ঋতুৰ প্ৰতিটোতে বতৰৰ আৰ্হি আছে।,মুঠতে এটাতকৈ অধিক বতৰৰ আৰ্হি নাই,মুঠতে একাধিক বতৰৰ আৰ্হি আছে,B,surface,চাৰিটা,number,প্ৰতিটোতে,universal
142,শ্ৰেণীৰ প্ৰতিজন শিক্ষাৰ্থীৰ এখন পাঠ্যপুথি আছে।,শ্ৰেণীটোৰ বাবে মুঠতে কেৱল এটা পাঠ্যপুথি নাই,শ্ৰেণীটোৰ বাবে মুঠতে মাত্ৰ এটা পাঠ্যপুথি আছে,B,inverse,প্ৰতিজন,universal,এখন,indefinite
142,শ্ৰেণীৰ প্ৰতিজন শিক্ষাৰ্থীৰ এখন পাঠ্যপুথি আছে।,শ্ৰেণীটোৰ বাবে মুঠতে মাত্ৰ এটা পাঠ্যপুথি আছে,শ্ৰেণীটোৰ বাবে মুঠতে কেৱল এটা পাঠ্যপুথি নাই,A,inverse,প্ৰতিজন,universal,এখন,indefinite
143,প্ৰতিজন শিল্পীয়ে এক প্ৰকাৰৰ ব্ৰাছ ব্যৱহাৰ কৰে।,শিল্পীসকলে ব্যৱহাৰ কৰা একাধিক প্ৰকাৰৰ ব্ৰাছ আছে,শিল্পীসকলে ব্যৱহাৰ কৰা এক প্ৰকাৰৰ ব্ৰাছতকৈ বেছি নাই,B,surface,প্ৰতিজন,universal,এক,indefinite
143,প্ৰতিজন শিল্পীয়ে এক প্ৰকাৰৰ ব্ৰাছ ব্যৱহাৰ কৰে।,শিল্পীসকলে ব্যৱহাৰ কৰা এক প্ৰকাৰৰ ব্ৰাছতকৈ বেছি নাই,শিল্পীসকলে ব্যৱহাৰ কৰা একাধিক প্ৰকাৰৰ ব্ৰাছ আছে,A,surface,প্ৰতিজন,universal,এক,indefinite
144,দলৰ প্ৰতিজন খেলুৱৈয়ে এখন জাৰ্চী নম্বৰ পিন্ধে।,দলটোৰ বাবে এটাতকৈ অধিক জাৰ্চী নম্বৰ নাই,দলটোৰ বাবে এটাতকৈ অধিক জাৰ্চি নম্বৰ আছে,A,inverse,প্ৰতিজন,universal,এখন ,indefinite
144,দলৰ প্ৰতিজন খেলুৱৈয়ে এখন জাৰ্চী নম্বৰ পিন্ধে।,দলটোৰ বাবে এটাতকৈ অধিক জাৰ্চি নম্বৰ আছে,দলটোৰ বাবে এটাতকৈ অধিক জাৰ্চী নম্বৰ নাই,B,inverse,প্ৰতিজন,universal,এখন ,indefinite
145,প্ৰতিখন দেশতে এটা ৰাষ্ট্ৰীয় সংগীত আছে।,সকলো দেশৰ বাবে মাত্ৰ এটা ৰাষ্ট্ৰীয় সংগীত আছে,সকলো দেশৰ বাবে কেৱল এটা ৰাষ্ট্ৰীয় সংগীত নাই,A,inverse,প্ৰতিখন ,universal,এটা,indefinite
145,প্ৰতিখন দেশতে এটা ৰাষ্ট্ৰীয় সংগীত আছে।,সকলো দেশৰ বাবে কেৱল এটা ৰাষ্ট্ৰীয় সংগীত নাই,সকলো দেশৰ বাবে মাত্ৰ এটা ৰাষ্ট্ৰীয় সংগীত আছে,B,inverse,প্ৰতিখন ,universal,এটা,indefinite
146,প্ৰতিযোগিতাৰ প্ৰতিজন ৰান্ধনীয়ে এটা বেলেগ ৰেচিপি ব্যৱহাৰ কৰে।,প্ৰতিযোগিতাখনত দুটাতকৈ বেছি ৰেচিপি ব্যৱহাৰ কৰা হোৱা নাই,প্ৰতিযোগিতাখনত দুটাতকৈ অধিক ৰেচিপি ব্যৱহাৰ কৰা হয়,A,surface,প্ৰতিজন,universal,এটা,indefinite
146,প্ৰতিযোগিতাৰ প্ৰতিজন ৰান্ধনীয়ে এটা বেলেগ ৰেচিপি ব্যৱহাৰ কৰে।,প্ৰতিযোগিতাখনত দুটাতকৈ অধিক ৰেচিপি ব্যৱহাৰ কৰা হয়,প্ৰতিযোগিতাখনত দুটাতকৈ বেছি ৰেচিপি ব্যৱহাৰ কৰা হোৱা নাই,B,surface,প্ৰতিজন,universal,এটা,indefinite
147,সৌৰজগতৰ প্ৰতিটো গ্ৰহৰ এটা কক্ষপথ আছে।,সৌৰজগতৰ সকলো গ্ৰহতে মাত্ৰ এটা কক্ষপথ আছে,সৌৰজগতৰ সকলো গ্ৰহতে কেৱল এটা কক্ষপথ নাই,A,inverse,প্ৰতিটো,universal,এটা,indefinite
